platform,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,listed_in2,listed_in3
Netflix,s4025,Movie,Triple Frontier,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona",United States,3/13/2019,2019,R,126 min,Action&Adventure,,
Netflix,s4026,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,Jimmy Carr,,3/12/2019,2019,TV-MA,58 min,Stand-UpComedy,,
Netflix,s4027,TV Show,Eugenie Nights,,"Ameena Khalil, Zafer Abdeen, Injy El Mokkaddem, Khaled Kamal, Cherif Hafez, Carmen Bsaibes, Mourad Makram, Leila Ezz Al Arab, Asmaa Abou El Yazeed, Nadine Nassib Njeim",Egypt,3/11/2019,2018,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4028,TV Show,This Evening,,"Eyad Nassar, Ahmed Dawood, Mohamed Farraag, Hanan Motawie, Arwa Gouda, Bassel Alzaro",Egypt,3/11/2019,2017,TV-14,1 Season,International, TV Dramas,
Netflix,s4029,TV Show,Into the Badlands,,"Daniel Wu, Emily Beecham, Sarah Bolger, Oliver Stark, Orla Brady, Ally Ioannides, Stephen Lang, Marton Csokas, Madeleine Mantock, Aramis Knight",United States,3/10/2019,2018,TV-MA,3 Seasons,Action&Adventure,,
Netflix,s4030,TV Show,Bangkok Love Stories: Hey You!,,"Wanida Termthanaporn, Isariya Patharamanop, Nontanun Anchuleepradit, Chonnikan Netjui, Attharut Krongrasri, Sumet Ong-Art, Penpak Sirikul, Suppakorn Chaiyo, Thawat Pornrattanaprasert, M.L. Kwantip Devakula, Yingsak Chonglertjetsadawong, Apichet Atirattana, Rika Ishige",,3/8/2019,2018,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4031,TV Show,Disappearance,,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",Egypt,3/8/2019,2018,TV-MA,1 Season,International, TV Dramas, TV Mysteries
Netflix,s4032,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi","Hussain Al Hosani, Ali Almarzouqi, Abdullah Al Yousef, Omar Al Hafidh, Meral Niazi, Yaser Hassan, Fatema Almansoori, Ahmed El Mohammdi",United Arab Emirates,3/8/2019,2018,TV-14,116 min,Action&Adventure, Comedies, International Movies
Netflix,s4033,TV Show,Immortals,,"Kerem BÃ¼rsin, ElÃ§in Sangu, Birkan Sokullu, Selma ErgeÃ§, TÃ¼rkÃ¼ Turan, Nilperi Åžahinkaya, Efecan Åženolsun, Elit Ä°ÅŸcan",Turkey,3/8/2019,2018,TV-MA,1 Season,International, TV Dramas, TV Horror
Netflix,s4034,Movie,Juanita,Clark Johnson,"Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper",United States,3/8/2019,2019,TV-MA,90 min,Dramas, Independent Movies, Romantic Movies
Netflix,s4035,Movie,Lady J,Emmanuel Mouret,"CÃ©cile De France, Edouard Baer, Alice Isaaz, Natalia Dontcheva",France,3/8/2019,2019,TV-MA,111 min,Dramas, Independent Movies, International Movies
Netflix,s4036,TV Show,The Confrontation,,"Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani",,3/8/2019,2018,TV-PG,1 Season,International, TV Dramas,
Netflix,s4037,Movie,Walk. Ride. Rodeo.,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins",United States,3/8/2019,2019,TV-PG,100 min,Children&FamilyMovies, Dramas,
Netflix,s4038,Movie,Nappily Ever After,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,3/7/2019,2018,TV-MA,99 min,Comedies, Dramas, Romantic Movies
Netflix,s4039,Movie,Sisterakas,Wenn V. Deramas,"Ai-Ai de las Alas, Vice Ganda, Kris Aquino, Xyriel Manabat, Daniel Padilla, Kathryn Bernardo, Tirso Cruz III, Deejay Durano, Gloria Diaz, Jeffrey Quizon",Philippines,3/7/2019,2012,TV-14,105 min,Comedies, International Movies,
Netflix,s4040,Movie,Starting Over Again,Olivia M. Lamasan,"Piolo Pascual, Toni Gonzaga, Iza Calzado",Philippines,3/7/2019,2014,TV-14,128 min,Dramas, International Movies, Romantic Movies
Netflix,s4041,Movie,That Thing Called Tadhana,Antoinette Jadaone,"Angelica Panganiban, JM de Guzman",Philippines,3/7/2019,2015,TV-MA,91 min,Dramas, International Movies, Romantic Movies
Netflix,s4042,Movie,The Love Affair,Nuel Naval,"Richard Gomez, Dawn Zulueta, Bea Alonzo, Tom Rodriguez, Tetchie Agbayani, Al Tantay, Ana Capri, Ina Feleo",Philippines,3/7/2019,2015,TV-MA,127 min,Dramas, International Movies, Romantic Movies
Netflix,s4043,TV Show,American Crime Story: The People v. O.J. Simpson,,"Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",United States,3/6/2019,2016,TV-MA,1 Season,Crime, TV Dramas,
Netflix,s4044,TV Show,Secret City,,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",Australia,3/6/2019,2016,TV-MA,2 Seasons,International, TV Dramas, TV Mysteries
Netflix,s4045,TV Show,A Korean Odyssey,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",South Korea,3/5/2019,2017,TV-MA,1 Season,International, Korean TV Shows, Romantic TV Shows
Netflix,s4046,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,3/5/2019,2019,TV-MA,94 min,Action&Adventure,,
Netflix,s4047,Movie,Everyday I Love You,Mae Czarina Cruz,"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,3/4/2019,2015,TV-14,124 min,Dramas, International Movies, Romantic Movies
Netflix,s4048,Movie,No Other Woman,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz III, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano",Philippines,3/4/2019,2011,TV-MA,103 min,Dramas, International Movies, Romantic Movies
Netflix,s4049,Movie,River's Edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,3/2/2019,2018,TV-MA,118 min,Dramas, International Movies,
Netflix,s4050,Movie,Sarkar,A.R. Murugadoss,"Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu",,3/2/2019,2018,TV-MA,162 min,Action&Adventure, Dramas, International Movies
Netflix,s4051,Movie,Weapon of Choice,Fritz Ofner,,"Austria, Iraq, United States",3/2/2019,2018,TV-MA,89 min,Documentaries, International Movies,
Netflix,s4052,Movie,"2,215",Nottapon Boonprakob,Artiwara Kongmalai,Thailand,3/1/2019,2018,TV-MA,89 min,Documentaries, International Movies, Sports Movies
Netflix,s4053,Movie,BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,,Thailand,3/1/2019,2018,TV-14,108 min,Documentaries, International Movies, Music & Musicals
Netflix,s4054,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice BelaÃ¯di, Alix Poisson","France, Belgium",3/1/2019,2018,TV-MA,103 min,Comedies, International Movies,
Netflix,s4055,TV Show,Cricket Fever: Mumbai Indians,,,India,3/1/2019,2019,TV-MA,1 Season,Docuseries, International TV Shows,
Netflix,s4056,TV Show,Larva Island,,"Hong Bum-ki, Eddy Lee, Ahn Hyo-min, Kang Shi-hyun, Tom Wayland, Erica Schroeder",,3/1/2019,2019,TV-Y7,2 Seasons,Kids', Korean TV Shows, TV Comedies
Netflix,s4057,TV Show,Losers,,,,3/1/2019,2019,TV-MA,1 Season,Docuseries,,
Netflix,s4058,TV Show,Northern Rescue,,"William Baldwin, Kathleen Robertson, Spencer MacPherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter MacNeill, Natalie Lisinska",Canada,3/1/2019,2019,TV-14,1 Season,Dramas,,
Netflix,s4059,Movie,Pants on Fire,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",Canada,3/1/2019,2014,TV-G,87 min,Children&FamilyMovies, Comedies,
Netflix,s4060,Movie,Paranormal Investigation,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France",3/1/2019,2018,TV-14,93 min,HorrorMovies, International Movies, Thrillers
Netflix,s4061,Movie,Radio Rebel,Peter Howitt,"Debby Ryan, Sarena Parmar, Adam DiMarco, Merritt Patterson, Nancy Robertson",United States,3/1/2019,2012,TV-G,90 min,Children&FamilyMovies, Comedies,
Netflix,s4062,Movie,Sarvam Thaala Mayam (Tamil Version),Rajiv Menon,"G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh",,3/1/2019,2018,TV-14,131 min,Dramas, International Movies, Music & Musicals
Netflix,s4063,Movie,The Boy Who Harnessed the Wind,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, AÃ¯ssa MaÃ¯ga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi",3/1/2019,2019,TV-PG,114 min,Children&FamilyMovies, Dramas, Independent Movies
Netflix,s4064,TV Show,The Disastrous Life of Saiki K.,,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Mitsuo Iwata, Rikako Aikawa",Japan,3/1/2019,2018,TV-14,3 Seasons,AnimeSeries, International TV Shows, Teen TV Shows
Netflix,s4065,Movie,The Last Runway,"Rodrigo SalomÃ³n, Pietro Scappini","Luis Aguirre, Andrea Quattrocchi, Silvio Rodas, Felix Medina, Gonzalo Vivanco, Bruno Sosa, Andrea Frigerio, Mauricio A. Jortack, Rafael Rojas Doria, Roberto Weiss, Fabio Chamorro, Sergio QuiÃ±onez RomÃ¡n, David Gerber","Paraguay, Argentina",3/1/2019,2018,TV-MA,107 min,Action&Adventure, International Movies,
Netflix,s4066,Movie,The Spiderwick Chronicles,Mark Waters,"Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short",United States,3/1/2019,2008,PG,97 min,Children&FamilyMovies,,
Netflix,s4067,Movie,Your Son,Miguel Ãngel Vivas,"JosÃ© Coronado, Ana Wagener, Asia Ortega, Pol Monen, Ester ExpÃ³sito","Spain, France",3/1/2019,2018,TV-MA,103 min,Dramas, International Movies, Thrillers
Netflix,s4068,Movie,QuiÃ©n te cantarÃ¡,Carlos Vermut,"Najwa Nimri, Eva Llorach, Carme Elias, Natalia de Molina, JuliÃ¡n VillagrÃ¡n, Ignacio Mateos, Lorena Iglesias, Vicenta N'Dongo, Inma Cuevas, Per-Olav Sorensen","Spain, France",2/28/2019,2018,TV-MA,125 min,Dramas, Independent Movies, International Movies
Netflix,s4069,Movie,A Second Chance,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci MuÃ±oz",Philippines,2/27/2019,2015,TV-MA,130 min,Dramas, International Movies, Romantic Movies
Netflix,s4070,Movie,Beauty and the Bestie,Wenn V. Deramas,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,2/27/2019,2015,TV-14,119 min,Action&Adventure, Comedies, International Movies
Netflix,s4071,Movie,Bride For Rent,Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,2/27/2019,2014,TV-PG,110 min,Comedies, International Movies, Romantic Movies
Netflix,s4072,Movie,Can't Help Falling in Love,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus del Prado",Philippines,2/27/2019,2017,TV-14,120 min,Comedies, Dramas, International Movies
Netflix,s4073,Movie,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,2/27/2019,2018,TV-PG,102 min,Dramas, Independent Movies, International Movies
Netflix,s4074,Movie,Four Sisters and a Wedding,Cathy Garcia-Molina,"Bea Alonzo, Toni Gonzaga, Angel Locsin, Shaina Magdayao, Enchong Dee, Sam Milby, Angeline Quinto, Coney Reyes",Philippines,2/27/2019,2013,TV-14,125 min,Comedies, Dramas, International Movies
Netflix,s4075,Movie,It Takes a Man and a Woman,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza",Philippines,2/27/2019,2013,TV-PG,127 min,Comedies, International Movies, Romantic Movies
Netflix,s4076,Movie,My Ex & Whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,2/27/2019,2017,TV-14,121 min,Comedies, Dramas, International Movies
Netflix,s4077,Movie,She's Dating the Gangster,Cathy Garcia-Molina,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao",Philippines,2/27/2019,2014,TV-14,113 min,Dramas, International Movies, Romantic Movies
Netflix,s4078,Movie,The Breakup Playlist,Dan Villegas,"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal",Philippines,2/27/2019,2015,TV-MA,118 min,Dramas, International Movies, Music & Musicals
Netflix,s4079,Movie,The Mistress,Olivia M. Lamasan,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,2/27/2019,2012,TV-MA,132 min,Dramas, International Movies, Romantic Movies
Netflix,s4080,TV Show,Unsolved,,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine",United States,2/27/2019,2018,TV-MA,1 Season,Crime, TV Dramas,
Netflix,s4081,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,"Zach Galifianakis, Brian Unger",United States,2/26/2019,2006,TV-MA,61 min,Stand-UpComedy,,
Netflix,s4082,Movie,Life of An Outcast,Pawan K Shrivastava,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh",India,2/25/2019,2018,TV-PG,80 min,Dramas, Independent Movies, International Movies
Netflix,s4083,Movie,The Photographer Of Mauthausen,Mar Targarona,"Mario Casas, Richard van Weyden, Alain HernÃ¡ndez, AdriÃ  Salazar, Eduard Buch, Stefan Weinert, RubÃ©n Yuste, Nikola Stojanovic, Frank Feys, Marc RodrÃ­guez, Albert Mora, Luka Peros, Rainer Reiners, Toni Gomila, Emilio Gavira, Macarena GÃ³mez",Spain,2/23/2019,2018,TV-MA,110 min,Dramas, International Movies,
Netflix,s4084,Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,2/22/2019,2016,TV-MA,70 min,Stand-UpComedy,,
Netflix,s4085,TV Show,Chef's Table,,,United States,2/22/2019,2019,TV-MA,6 Seasons,Docuseries, Reality TV,
Netflix,s4086,Movie,Firebrand,Aruna Raje,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Rushad Rana, Mrunal Oak",India,2/22/2019,2019,TV-MA,117 min,Dramas, International Movies,
Netflix,s4087,Movie,Paddleton,Alex Lehmann,"Mark Duplass, Ray Romano",United States,2/22/2019,2019,TV-MA,89 min,Comedies, Dramas, Independent Movies
Netflix,s4088,Movie,Paris Is Us,Elisabeth Vogler,"NoÃ©mie Schmidt, GrÃ©goire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, ClÃ©ment Olivieri, Doria Achour",France,2/22/2019,2019,TV-MA,84 min,Dramas, Independent Movies, International Movies
Netflix,s4089,Movie,Shonar Pahar,Parambrata Chatterjee,"Tanuja, Jishu Sengupta, Parambrata Chatterjee, Arunima Ghosh, Shrijato Banerjee, Soumitra Chatterjee, Gargi Roychowdhury",India,2/22/2019,2018,TV-PG,131 min,Dramas, Independent Movies, International Movies
Netflix,s4090,TV Show,The Big Family Cooking Showdown,,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",United Kingdom,2/22/2019,2018,TV-PG,2 Seasons,British, International TV Shows, Reality TV
Netflix,s4091,TV Show,Z4,,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner SchÃ¼nemann, Manu Gavassi, Angela Dippe, Negra Li, PatrÃ­cia de Sabrit, CÃ©sar Pezzuoli, Carol Loback, Marina BrandÃ£o",Brazil,2/22/2019,2018,TV-PG,2 Seasons,Kids',,
Netflix,s4092,Movie,The Drug King,Woo Min-ho,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin, Kim Dae-myung, Jo Woo-jin, Lee Hee-jun, Song Young-chang, Yoon Je-moon",South Korea,2/21/2019,2018,TV-MA,139 min,Dramas, International Movies, Thrillers
Netflix,s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,Kevin James,United States,2/20/2019,2001,TV-PG,42 min,Stand-UpComedy,,
Netflix,s4094,Movie,Transformer,Michael Del Monte,Janae Marie Kroczaleski,Canada,2/20/2019,2017,TV-MA,79 min,Documentaries, LGBTQ Movies,
Netflix,s4095,Movie,Genius,Suseenthiran,"Roshan, Priyaa Lal, Aadukalam Naren, Singam Puli, Meera Krishnan, Jayaprakash",India,2/17/2019,2018,TV-14,96 min,Dramas, Independent Movies, International Movies
Netflix,s4096,Movie,Black Sea,Kevin MacDonald,"Jude Law, Scoot McNairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies","United Kingdom, Russia, United States",2/16/2019,2015,R,114 min,Action&Adventure, Dramas, International Movies
Netflix,s4097,Movie,Studio 54,Matt Tyrnauer,,United States,2/16/2019,2018,TV-MA,99 min,Documentaries,,
Netflix,s4098,Movie,Awe,Prasanth Varma,"Kajal Aggarwal, Nithya Menon, Regina Cassandra, Eesha Rebba, Murli Sharma, Srinivas Avasarala, Priyadarshi Pullikonda",India,2/15/2019,2018,TV-MA,111 min,Dramas, International Movies, Sci-Fi & Fantasy
Netflix,s4099,Movie,Ayana,Gangadhar Salimath,"Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Harsha H S, Karthik A, Goutham Shashidhar, Nagshree Karkone, Moksha Kushal, Vedashree Rao",India,2/15/2019,2017,TV-MA,112 min,Dramas, Independent Movies, International Movies
Netflix,s4100,Movie,Behind the Curve,Daniel J. Clark,,United States,2/15/2019,2018,TV-14,96 min,Documentaries,,
Netflix,s4101,Movie,Buddies,Marcelo GalvÃ£o,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, AmÃ©lia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Brazil,2/15/2019,2012,TV-MA,103 min,Comedies, Dramas, Independent Movies
Netflix,s4102,Movie,Candyflip,Shanawaz Nellikunnil,"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko",India,2/15/2019,2017,TV-MA,104 min,Dramas, Independent Movies, International Movies
Netflix,s4103,Movie,Chameli,Sudhir Mishra,"Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha",India,2/15/2019,2004,TV-14,102 min,Dramas, International Movies,
Netflix,s4104,Movie,Fatso,Rajat Kapoor,"Ranvir Shorey, Gul Panag, Purab Kohli, Neil Bhoopalam, Gunjan Bakshi, Saurabh Shukla, Atul Kumar, Brijendra Kala, Bharati Achrekar, Rahul Vohra",India,2/15/2019,2012,TV-14,97 min,Comedies, Dramas, International Movies
Netflix,s4105,TV Show,HjÃ¸rdis,Lars Kaalund,"Lise Baastrup, Martin Brygmann, Ellen HillingsÃ¸, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William RÃ¼tzou, Marius Due, Robert Hansen",Denmark,2/15/2019,2015,TV-MA,1 Season,International, TV Comedies, TV Dramas
Netflix,s4106,TV Show,Larry Charles' Dangerous World of Comedy,,Larry Charles,,2/15/2019,2019,TV-MA,1 Season,Docuseries, TV Comedies,
Netflix,s4107,Movie,Neevevaro,Hari Nath,"Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri",India,2/15/2019,2018,TV-14,132 min,Dramas, International Movies, Romantic Movies
Netflix,s4108,Movie,Pyaar Ke Side Effects,Saket Chaudhary,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Aamir Bashir, Taraana Raja, Jas Arora, Suchitra Pillai, Sapna Bhavnani, Sophiya Chaudhary",India,2/15/2019,2006,TV-MA,120 min,Comedies, International Movies, Romantic Movies
Netflix,s4109,Movie,Sur: The Melody of Life,Tanuja Chandra,"Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan, Harsh Vasisht, Yashodhan Bal, Gauri Karnik, Divya Dutta",India,2/15/2019,2002,TV-14,137 min,Dramas, International Movies,
Netflix,s4110,TV Show,The 43,,Paco Ignacio Taibo II,,2/15/2019,2019,TV-MA,1 Season,Crime, Docuseries, International TV Shows
Netflix,s4111,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",New Zealand,2/15/2019,2018,TV-MA,82 min,Comedies, Independent Movies, International Movies
Netflix,s4112,TV Show,The Kirlian Frequency,,"NicolÃ¡s Van de Moortele, Letizia Denise Bloisi, MarÃ­a DuplÃ¡a, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso",Argentina,2/15/2019,2017,TV-14,1 Season,International, Spanish-Language TV Shows, TV Horror
Netflix,s4113,Movie,Ugly Aur Pagli,Sachin Kamlakar Khot,"Mallika Sherawat, Ranvir Shorey, Tinnu Anand, Sushmita Mukherjee, Manish Anand, Vihang Nayak, Bharati Achrekar, Zeenat Aman",India,2/15/2019,2008,TV-14,115 min,Comedies, International Movies, Romantic Movies
Netflix,s4114,Movie,YucatÃ¡n,Daniel MonzÃ³n,"Luis Tosar, Rodrigo de la Serna, Joan Pera, Stephanie Cayo, Gloria MuÃ±oz, AdriÃ¡n NÃºÃ±ez, Alicia FernÃ¡ndez, Jorge AsÃ­n, AgustÃ­n JimÃ©nez, Lupe CartiÃ© Roda, Txell Aixendri, Xavi Lite, Alejandro Vera, JoÃ£o Lagarto",Spain,2/15/2019,2018,TV-MA,130 min,Comedies, International Movies,
Netflix,s4115,TV Show,Barbie Dreamhouse Adventures,,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan","United States, Canada",2/14/2019,2018,TV-Y,3 Seasons,Kids',,
Netflix,s4116,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,Ken Jeong,United States,2/14/2019,2019,TV-MA,62 min,Stand-UpComedy,,
Netflix,s4117,TV Show,Velvet ColecciÃ³n,,"Marta Hazas, Asier EtxeandÃ­a, AdriÃ¡n Lastra, Diego MartÃ­n, Fernando Guallar, LlorenÃ§ GonzÃ¡lez, Megan Montaner, MÃ³nica Cruz, Marta TornÃ©, Andrea Duro, Aitana SÃ¡nchez-GijÃ³n, Adriana Ozores, Imanol Arias",Spain,2/14/2019,2018,TV-14,2 Seasons,International, Romantic TV Shows, Spanish-Language TV Shows
Netflix,s4118,Movie,Period. End of Sentence.,Rayka Zehtabchi,,United States,2/12/2019,2018,TV-PG,26 min,Documentaries,,
Netflix,s4119,TV Show,Iron Ladies,,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",Taiwan,2/9/2019,2018,TV-14,1 Season,International, Romantic TV Shows, TV Dramas
Netflix,s4120,TV Show,The Break,,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine SalÃ©e, Jean-Henri CompÃ¨re",Belgium,2/9/2019,2018,TV-MA,2 Seasons,Crime, International TV Shows, TV Dramas
Netflix,s4121,Movie,High Flying Bird,Steven Soderbergh,"AndrÃ© Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",United States,2/8/2019,2019,TV-MA,91 min,Dramas, Sports Movies,
Netflix,s4122,Movie,Kevin Hart's Guide to Black History,Tom Stern,"Kevin Hart, Saniyya Sidney, Lil Rel Howery, Eoghan Thomas Murphy, Tiffany Haddish, Al Shearer, Lonnie Chavis, Alphonso Mcauley, Nika Williams, Barry Brewer, Greg Germann, John Ennis, Jay Johnston",United States,2/8/2019,2019,TV-PG,63 min,Children&FamilyMovies, Comedies,
Netflix,s4123,TV Show,One Day at a Time,,"Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky",United States,2/8/2019,2019,TV-PG,3 Seasons,Comedies,,
Netflix,s4124,Movie,ReMastered: The Two Killings of Sam Cooke,Kelly Duane de la Vega,Sam Cooke,United States,2/8/2019,2019,TV-MA,74 min,Documentaries, Music & Musicals,
Netflix,s4125,Movie,The Tree of Blood,Julio Medem,"Ãšrsula CorberÃ³, Ãlvaro Cervantes, Najwa Nimri, Patricia LÃ³pez Arnaiz, Daniel Grao, JoaquÃ­n Furriel, Maria Molins, Emilio GutiÃ©rrez Caba, Luisa Gavasa, JosÃ© MarÃ­a Pou, Ãngela Molina",Spain,2/8/2019,2018,TV-MA,136 min,Dramas, Independent Movies, International Movies
